person,dept,eow,cause,cause_short,date,year,dept_name,state
Police Officer Bryan D. Tuvera,San Francisco Police Department, CA,EOW: Saturday, December 23, 2006,Cause of Death: Gunfire,Gunfire,23.12.06,2006,San Francisco Police Department,CA
Trooper Calvin Wayne Jenks,Tennessee Highway Patrol, TN,EOW: Saturday, January 6, 2007,Cause of Death: Gunfire,Gunfire,06.01.07,2007,Tennessee Highway Patrol,TN
Police Officer Tyron Franklin,Paterson Police Department, NJ,EOW: Sunday, January 7, 2007,Cause of Death: Gunfire,Gunfire,07.01.07,2007,Paterson Police Department,NJ
Deputy Sheriff Rahamy Mitchell,Fannin County Sheriff's Office, TX,EOW: Sunday, January 7, 2007,Cause of Death: Automobile accident,Automobile accident,07.01.07,2007,Fannin County Sheriff's Office,TX
Detective Troy Lamont Chesley, Sr.,Baltimore City Police Department, MD,EOW: Tuesday, January 9, 2007,Cause of Death: Gunfire,Gunfire,09.01.07,2007,Baltimore City Police Department,MD
Police Officer Robert Fumiatti,New Haven Police Department, CT,EOW: Wednesday, January 10, 2007,Cause of Death: Gunfire,Gunfire,10.01.07,2007,New Haven Police Department,CT
"Sergeant James H. ""Heath"" Hardin",Hope Mills Police Department, NC,EOW: Thursday, January 11, 2007,Cause of Death: Heart attack,Heart attack,11.01.07,2007,Hope Mills Police Department,NC
Sergeant Nicholas G. Sottile,Florida Highway Patrol, FL,EOW: Friday, January 12, 2007,Cause of Death: Gunfire,Gunfire,12.01.07,2007,Florida Highway Patrol,FL
Police Officer Ervin Michael Hawk Johnston, I,Livonia Police Department, MI,EOW: Friday, January 19, 2007,Cause of Death: Heart attack,Heart attack,19.01.07,2007,Livonia Police Department,MI
Chief of Police Ernest Valencia Mendoza,Needville Independent School District Police Department, TX,EOW: Friday, January 19, 2007,Cause of Death: Vehicular assault,Vehicular assault,19.01.07,2007,Needville Independent School District Police Department,TX
Police Officer Cesar A. Borja,New York City Police Department, NY,EOW: Tuesday, January 23, 2007,Cause of Death: 9/11 related illness,9/11 related illness,23.01.07,2007,New York City Police Department,NY
Trooper Jose A. Rosado,New York State Police, NY,EOW: Wednesday, January 24, 2007,Cause of Death: Automobile accident,Automobile accident,24.01.07,2007,New York State Police,NY
Deputy Sheriff Alan Inzer,Calcasieu Parish Sheriff's Office, LA,EOW: Thursday, January 25, 2007,Cause of Death: Gunfire,Gunfire,25.01.07,2007,Calcasieu Parish Sheriff's Office,LA
Detective Roberto L. Rivera,New York City Police Department, NY,EOW: Saturday, January 27, 2007,Cause of Death: 9/11 related illness,9/11 related illness,27.01.07,2007,New York City Police Department,NY
"Deputy Sheriff Harold Michael ""Mike"" Altman",Jackson County Sheriff's Department, FL,EOW: Tuesday, January 30, 2007,Cause of Death: Gunfire,Gunfire,30.01.07,2007,Jackson County Sheriff's Department,FL
"Police Officer Shawn Joshua Dean ""Josh"" Williams",Old Fort Police Department, NC,EOW: Thursday, February 1, 2007,Cause of Death: Automobile accident,Automobile accident,01.02.07,2007,Old Fort Police Department,NC
Deputy Sheriff Daniel Browne-Sanchez,Hawaii Department of Public Safety - Sheriff Division, HI,EOW: Saturday, February 10, 2007,Cause of Death: Gunfire,Gunfire,10.02.07,2007,Hawaii Department of Public Safety - Sheriff Division,HI
Police Officer Sean Wissink,Des Moines Police Department, IA,EOW: Sunday, February 11, 2007,Cause of Death: Automobile accident,Automobile accident,11.02.07,2007,Des Moines Police Department,IA
Deputy Sheriff Michael Estes,Walla Walla County Sheriff's Office, WA,EOW: Wednesday, February 14, 2007,Cause of Death: Automobile accident,Automobile accident,14.02.07,2007,Walla Walla County Sheriff's Office,WA
Lieutenant Dexter Holcomb,Oxford Police Department, AL,EOW: Friday, February 16, 2007,Cause of Death: Struck by vehicle,Struck by vehicle,16.02.07,2007,Oxford Police Department,AL
Police Officer Charles J. Callemyn,Durham Police Department, NC,EOW: Saturday, February 17, 2007,Cause of Death: Automobile accident,Automobile accident,17.02.07,2007,Durham Police Department,NC
Police Officer Anthony Jon Holly,Glendale Police Department, AZ,EOW: Monday, February 19, 2007,Cause of Death: Gunfire,Gunfire,19.02.07,2007,Glendale Police Department,AZ
Detective John T. Young,New York City Police Department, NY,EOW: Monday, February 19, 2007,Cause of Death: 9/11 related illness,9/11 related illness,19.02.07,2007,New York City Police Department,NY
Patrolman First Class Brian Coleman,Alexandria Police Department, LA,EOW: Wednesday, February 21, 2007,Cause of Death: Automobile accident,Automobile accident,21.02.07,2007,Alexandria Police Department,LA
Police Officer Stephen R. Jerabek,St. Louis Metropolitan Police Department, MO,EOW: Wednesday, February 21, 2007,Cause of Death: Heart attack,Heart attack,21.02.07,2007,St. Louis Metropolitan Police Department,MO
Detective Keith Dressel,Toledo Police Department, OH,EOW: Wednesday, February 21, 2007,Cause of Death: Gunfire,Gunfire,21.02.07,2007,Toledo Police Department,OH
Sergeant Howard J. Plouff,Winston-Salem Police Department, NC,EOW: Friday, February 23, 2007,Cause of Death: Gunfire,Gunfire,23.02.07,2007,Winston-Salem Police Department,NC
Deputy Sheriff Kevin Carper,Spartanburg County Sheriff's Office, SC,EOW: Tuesday, February 27, 2007,Cause of Death: Gunfire,Gunfire,27.02.07,2007,Spartanburg County Sheriff's Office,SC
Sergeant Tommaso Popolizio,Newark Police Department, NJ,EOW: Saturday, March 3, 2007,Cause of Death: Vehicle pursuit,Vehicle pursuit,03.03.07,2007,Newark Police Department,NJ
Police Officer Shawn Newlin,Clayton County Police Department, GA,EOW: Sunday, March 4, 2007,Cause of Death: Motorcycle accident,Motorcycle accident,04.03.07,2007,Clayton County Police Department,GA
Police Officer Louise M. Johnston,New York City Police Department, NY,EOW: Tuesday, March 6, 2007,Cause of Death: 9/11 related illness,9/11 related illness,06.03.07,2007,New York City Police Department,NY
Deputy Phillip Michael Deese,Dorchester County Sheriff's Office, SC,EOW: Friday, March 9, 2007,Cause of Death: Automobile accident,Automobile accident,09.03.07,2007,Dorchester County Sheriff's Office,SC
Auxiliary Police Officer Nicholas Todd Pekearo,New York City Police Department - Auxiliary Police Section, NY,EOW: Wednesday, March 14, 2007,Cause of Death: Gunfire,Gunfire,14.03.07,2007,New York City Police Department - Auxiliary Police Section,NY
"Auxiliary Police Officer Yevgeniy Borisovitch ""Eugene"" Marshalik",New York City Police Department - Auxiliary Police Section, NY,EOW: Wednesday, March 14, 2007,Cause of Death: Gunfire,Gunfire,14.03.07,2007,New York City Police Department - Auxiliary Police Section,NY
Trooper Todd Holmes,Texas Department of Public Safety - Texas Highway Patrol, TX,EOW: Wednesday, March 14, 2007,Cause of Death: Automobile accident,Automobile accident,14.03.07,2007,Texas Department of Public Safety - Texas Highway Patrol,TX
Game Warden Justin Hurst,Texas Parks and Wildlife Department - Law Enforcement Division, TX,EOW: Saturday, March 17, 2007,Cause of Death: Gunfire,Gunfire,17.03.07,2007,Texas Parks and Wildlife Department - Law Enforcement Division,TX
Deputy Sheriff Manuel Villegas,Riverside County Sheriff's Department, CA,EOW: Monday, March 19, 2007,Cause of Death: Automobile accident,Automobile accident,19.03.07,2007,Riverside County Sheriff's Department,CA
Deputy Sheriff Eric Sikes,Richmond County Sheriff's Office, GA,EOW: Wednesday, March 21, 2007,Cause of Death: Automobile accident,Automobile accident,21.03.07,2007,Richmond County Sheriff's Office,GA
Officer Daniel C. Martinez,Fort Smith Police Department, AR,EOW: Friday, March 23, 2007,Cause of Death: Gunfire,Gunfire,23.03.07,2007,Fort Smith Police Department,AR
Senior Corporal Mark Timothy Nix,Dallas Police Department, TX,EOW: Friday, March 23, 2007,Cause of Death: Gunfire,Gunfire,23.03.07,2007,Dallas Police Department,TX
Police Officer Lonnie Wells,Moncks Corner Police Department, SC,EOW: Sunday, March 25, 2007,Cause of Death: Gunfire,Gunfire,25.03.07,2007,Moncks Corner Police Department,SC
Police Officer Doug Byrne,Aurora Police Department, CO,EOW: Monday, March 26, 2007,Cause of Death: Automobile accident,Automobile accident,26.03.07,2007,Aurora Police Department,CO
Corporal Marcus Stiles,Moncks Corner Police Department, SC,EOW: Monday, March 26, 2007,Cause of Death: Gunfire,Gunfire,26.03.07,2007,Moncks Corner Police Department,SC
Senior Corrections Officer Cecil Arthur Smith, Sr.,New Jersey Department of Law and Public Safety - Juvenile Justice Commission, NJ,EOW: Thursday, March 29, 2007,Cause of Death: Fall,Fall,29.03.07,2007,New Jersey Department of Law and Public Safety - Juvenile Justice Commission,NJ
Police Officer Sean Robert Clark,Charlotte-Mecklenburg Police Department, NC,EOW: Sunday, April 1, 2007,Cause of Death: Gunfire,Gunfire,01.04.07,2007,Charlotte-Mecklenburg Police Department,NC
Police Officer Jeff Shelton,Charlotte-Mecklenburg Police Department, NC,EOW: Sunday, April 1, 2007,Cause of Death: Gunfire,Gunfire,01.04.07,2007,Charlotte-Mecklenburg Police Department,NC
Constable Ronnie K. Jones,Barren County District Two Constable's Office, KY,EOW: Monday, April 2, 2007,Cause of Death: Automobile accident,Automobile accident,02.04.07,2007,Barren County District Two Constable's Office,KY
Deputy Sheriff Jason Lee Saunders,Campbell County Sheriff's Office, VA,EOW: Tuesday, April 3, 2007,Cause of Death: Vehicle pursuit,Vehicle pursuit,03.04.07,2007,Campbell County Sheriff's Office,VA
Lieutenant Corey Dahlem,Gainesville Police Department, FL,EOW: Wednesday, April 4, 2007,Cause of Death: Vehicular assault,Vehicular assault,04.04.07,2007,Gainesville Police Department,FL
Police Officer Thomas Devlin,Boston College Police Department, MA,EOW: Friday, April 6, 2007,Cause of Death: Exposure to toxins,Exposure to toxins,06.04.07,2007,Boston College Police Department,MA
Senior Criminal Investigator Stuart Craig Cohen,Westchester County District Attorney's Office, NY,EOW: Sunday, April 8, 2007,Cause of Death: Duty related illness,Duty related illness,08.04.07,2007,Westchester County District Attorney's Office,NY
Police Officer Robert Winget,Ripon Police Department, CA,EOW: Tuesday, April 10, 2007,Cause of Death: Accidental,Accidental,10.04.07,2007,Ripon Police Department,CA
Police Officer Wayne Pitt,Metropolitan Police Department, DC,EOW: Tuesday, April 10, 2007,Cause of Death: Automobile accident,Automobile accident,10.04.07,2007,Metropolitan Police Department,DC
Staff Chief Bryan Keith Zollner,California Department of Forestry and Fire Protection, CA,EOW: Thursday, April 12, 2007,Cause of Death: Automobile accident,Automobile accident,12.04.07,2007,California Department of Forestry and Fire Protection,CA
Police Officer Thomas Lindsey,Utica Police Department, NY,EOW: Thursday, April 12, 2007,Cause of Death: Gunfire,Gunfire,12.04.07,2007,Utica Police Department,NY
Lieutenant Delmar Teagan,Florida Fish and Wildlife Conservation Commission, FL,EOW: Friday, April 13, 2007,Cause of Death: Automobile accident,Automobile accident,13.04.07,2007,Florida Fish and Wildlife Conservation Commission,FL
Police Officer Andrew Esparza,Irving Police Department, TX,EOW: Friday, April 13, 2007,Cause of Death: Automobile accident,Automobile accident,13.04.07,2007,Irving Police Department,TX
Special Agent Patrick Dillon,California Department of Justice, CA,EOW: Saturday, April 14, 2007,Cause of Death: Duty related illness,Duty related illness,14.04.07,2007,California Department of Justice,CA
Police Officer Jason Campbell,Greenville Police Department, NC,EOW: Saturday, April 14, 2007,Cause of Death: Automobile accident,Automobile accident,14.04.07,2007,Greenville Police Department,NC
Deputy Sheriff Philip Anthony Rodriguez,Mohave County Sheriff's Office, AZ,EOW: Saturday, April 21, 2007,Cause of Death: Automobile accident,Automobile accident,21.04.07,2007,Mohave County Sheriff's Office,AZ
Corporal Nick Samuel Polizzotto,South Bend Police Department, IN,EOW: Tuesday, April 24, 2007,Cause of Death: Gunfire,Gunfire,24.04.07,2007,South Bend Police Department,IN
Police Officer Luke T. Hoffman,Montgomery County Police Department, MD,EOW: Wednesday, April 25, 2007,Cause of Death: Struck by vehicle,Struck by vehicle,25.04.07,2007,Montgomery County Police Department,MD
Trooper David Brinkerhoff,New York State Police, NY,EOW: Wednesday, April 25, 2007,Cause of Death: Gunfire (Accidental),Gunfire (Accidental),25.04.07,2007,New York State Police,NY
Police Officer Lisa Renee Ligda-Beaulieu,Beaumont Police Department, TX,EOW: Friday, April 27, 2007,Cause of Death: Vehicular assault,Vehicular assault,27.04.07,2007,Beaumont Police Department,TX
Deputy Sheriff Raul V. Gama,Los Angeles County Sheriff's Department, CA,EOW: Tuesday, May 1, 2007,Cause of Death: Automobile accident,Automobile accident,01.05.07,2007,Los Angeles County Sheriff's Department,CA
Police Officer Alan Christopher Silver,Rocky Mount Police Department, NC,EOW: Wednesday, May 2, 2007,Cause of Death: Automobile accident,Automobile accident,02.05.07,2007,Rocky Mount Police Department,NC
Police Officer David Young,Florence Police Department, AL,EOW: Thursday, May 3, 2007,Cause of Death: Motorcycle accident,Motorcycle accident,03.05.07,2007,Florence Police Department,AL
"Chief Investigator Alex Roy ""Al"" Suarez, Sr.",Boston Police Department, GA,EOW: Friday, May 4, 2007,Cause of Death: Gunfire (Accidental),Gunfire (Accidental),04.05.07,2007,Boston Police Department,GA
Detective Kevin Hawkins,New York City Police Department, NY,EOW: Monday, May 7, 2007,Cause of Death: 9/11 related illness,9/11 related illness,07.05.07,2007,New York City Police Department,NY
"Police Officer Robert ""Tim"" Buckman",Macksville Police Department, KS,EOW: Tuesday, May 8, 2007,Cause of Death: Weather/Natural disaster,Weather/Natural disaster,08.05.07,2007,Macksville Police Department,KS
Patrol Officer John Peter Georges,Tyngsborough Police Department, MA,EOW: Tuesday, May 8, 2007,Cause of Death: Duty related illness,Duty related illness,08.05.07,2007,Tyngsborough Police Department,MA
Corporal N. Bruce McKay, III,Franconia Police Department, NH,EOW: Friday, May 11, 2007,Cause of Death: Gunfire,Gunfire,11.05.07,2007,Franconia Police Department,NH
Detective Robert W. Williamson,New York City Police Department, NY,EOW: Sunday, May 13, 2007,Cause of Death: 9/11 related illness,9/11 related illness,13.05.07,2007,New York City Police Department,NY
Town Marshal Louis Dixon Beam,Cayuga Town Marshal's Office, IN,EOW: Monday, May 14, 2007,Cause of Death: Accidental,Accidental,14.05.07,2007,Cayuga Town Marshal's Office,IN
"Police Officer William ""Nichie"" Preslar",Lakewood Police Department, NJ,EOW: Monday, May 14, 2007,Cause of Death: Automobile accident,Automobile accident,14.05.07,2007,Lakewood Police Department,NJ
State Constable Robert Lee Bailey,South Carolina State Constable, SC,EOW: Monday, May 14, 2007,Cause of Death: Gunfire,Gunfire,14.05.07,2007,South Carolina State Constable,SC
Deputy Sheriff Paul Steven Habelt,Henderson County Sheriff's Department, TX,EOW: Thursday, May 17, 2007,Cause of Death: Gunfire,Gunfire,17.05.07,2007,Henderson County Sheriff's Department,TX
Deputy Sheriff Tony Price Ogburn,Henderson County Sheriff's Department, TX,EOW: Thursday, May 17, 2007,Cause of Death: Gunfire,Gunfire,17.05.07,2007,Henderson County Sheriff's Department,TX
Deputy Sheriff Frank Fabiano, Jr.,Kenosha County Sheriff's Department, WI,EOW: Thursday, May 17, 2007,Cause of Death: Gunfire,Gunfire,17.05.07,2007,Kenosha County Sheriff's Department,WI
Police Officer Lee Stewart Newbill,Moscow Police Department, ID,EOW: Saturday, May 19, 2007,Cause of Death: Gunfire,Gunfire,19.05.07,2007,Moscow Police Department,ID
Deputy Sheriff Marvin Jerome Scarlett,Henry County Sheriff's Office, GA,EOW: Sunday, May 20, 2007,Cause of Death: Automobile accident,Automobile accident,20.05.07,2007,Henry County Sheriff's Office,GA
Officer Harry Joseph Coelho,Honolulu Police Department, HI,EOW: Sunday, May 20, 2007,Cause of Death: Heart attack,Heart attack,20.05.07,2007,Honolulu Police Department,HI
Probation Officer David Poling,Gallipolis Municipal Court, OH,EOW: Tuesday, May 22, 2007,Cause of Death: Drowned,Drowned,22.05.07,2007,Gallipolis Municipal Court,OH
Officer Jason West,Cleveland Heights Police Department, OH,EOW: Saturday, May 26, 2007,Cause of Death: Gunfire,Gunfire,26.05.07,2007,Cleveland Heights Police Department,OH
"Game Warden Teyran  ""Ty"" Patterson",Texas Parks and Wildlife Department - Law Enforcement Division, TX,EOW: Wednesday, May 30, 2007,Cause of Death: Drowned,Drowned,30.05.07,2007,Texas Parks and Wildlife Department - Law Enforcement Division,TX
"Officer Jeffrey Howard ""Jeff"" McCoy",Abilene Police Department, TX,EOW: Tuesday, June 5, 2007,Cause of Death: Vehicular assault,Vehicular assault,05.06.07,2007,Abilene Police Department,TX
Deputy First Class Hilery A. Mayo, Jr.,St. Tammany Parish Sheriff's Office, LA,EOW: Saturday, June 9, 2007,Cause of Death: Automobile accident,Automobile accident,09.06.07,2007,St. Tammany Parish Sheriff's Office,LA
Officer Robert Franklin Dickey,California Highway Patrol, CA,EOW: Sunday, June 10, 2007,Cause of Death: Automobile accident,Automobile accident,10.06.07,2007,California Highway Patrol,CA
Chief of Police Randy Lacy,Clay City Police Department, KY,EOW: Wednesday, June 13, 2007,Cause of Death: Gunfire,Gunfire,13.06.07,2007,Clay City Police Department,KY
"Sergeant Linden ""Beau"" Raimer",St. Tammany Parish Sheriff's Office, LA,EOW: Wednesday, June 13, 2007,Cause of Death: Weather/Natural disaster,Weather/Natural disaster,13.06.07,2007,St. Tammany Parish Sheriff's Office,LA
Patrolman Christopher Mirabal,New Mexico State Police, NM,EOW: Wednesday, June 13, 2007,Cause of Death: Motorcycle accident,Motorcycle accident,13.06.07,2007,New Mexico State Police,NM
Deputy Sheriff Jerome Jackson,McDuffie County Sheriff's Office, GA,EOW: Friday, June 15, 2007,Cause of Death: Automobile accident,Automobile accident,15.06.07,2007,McDuffie County Sheriff's Office,GA
Deputy Kelly James Fredinburg,Marion County Sheriff's Office, OR,EOW: Saturday, June 16, 2007,Cause of Death: Vehicular assault,Vehicular assault,16.06.07,2007,Marion County Sheriff's Office,OR
Officer Frank Charles Denzinger,Floyd County Sheriff's Office, IN,EOW: Monday, June 18, 2007,Cause of Death: Gunfire,Gunfire,18.06.07,2007,Floyd County Sheriff's Office,IN
Corporal Scott Wheeler,Howard County Police Department, MD,EOW: Monday, June 18, 2007,Cause of Death: Struck by vehicle,Struck by vehicle,18.06.07,2007,Howard County Police Department,MD
Sergeant Justin Thompson,Lincoln County Sheriff's Office, WV,EOW: Wednesday, June 20, 2007,Cause of Death: Automobile accident,Automobile accident,20.06.07,2007,Lincoln County Sheriff's Office,WV
Senior Investigator Fred Ghussin,New York County District Attorney's Office, NY,EOW: Friday, June 22, 2007,Cause of Death: 9/11 related illness,9/11 related illness,22.06.07,2007,New York County District Attorney's Office,NY
Police Officer Matthew Allen Lovejoy,Murfreesboro Police Department, TN,EOW: Friday, June 22, 2007,Cause of Death: Heart attack,Heart attack,22.06.07,2007,Murfreesboro Police Department,TN
Chief Jailer David Leon Gwin,Macon County Sheriff's Office, MO,EOW: Sunday, June 24, 2007,Cause of Death: Heart attack,Heart attack,24.06.07,2007,Macon County Sheriff's Office,MO
Corrections Officer Stephen Anderson,Utah Department of Corrections, UT,EOW: Monday, June 25, 2007,Cause of Death: Gunfire,Gunfire,25.06.07,2007,Utah Department of Corrections,UT
Deputy Sheriff Charles Cook,Buchanan County Sheriff's Department, MO,EOW: Thursday, June 28, 2007,Cause of Death: Vehicle pursuit,Vehicle pursuit,28.06.07,2007,Buchanan County Sheriff's Department,MO
Deputy Sheriff Michael Page,Bowie County Sheriff's Department, TX,EOW: Saturday, June 30, 2007,Cause of Death: Gunfire,Gunfire,30.06.07,2007,Bowie County Sheriff's Department,TX
Master Trooper David Edward Rich,Indiana State Police, IN,EOW: Thursday, July 5, 2007,Cause of Death: Gunfire,Gunfire,05.07.07,2007,Indiana State Police,IN
Deputy Sheriff Joshua Everett Norris,Jefferson Parish Sheriff's Office, LA,EOW: Thursday, July 5, 2007,Cause of Death: Gunfire,Gunfire,05.07.07,2007,Jefferson Parish Sheriff's Office,LA
"Police Officer Dayle Weston ""Wes"" Hardy",Plano Police Department, TX,EOW: Saturday, July 7, 2007,Cause of Death: Motorcycle accident,Motorcycle accident,07.07.07,2007,Plano Police Department,TX
"Police Officer Robert  ""Bobby"" Kozminski",Grand Rapids Police Department, MI,EOW: Sunday, July 8, 2007,Cause of Death: Gunfire,Gunfire,08.07.07,2007,Grand Rapids Police Department,MI
Sergeant Karl Strohsal,Longwood Police Department, FL,EOW: Saturday, July 14, 2007,Cause of Death: Struck by vehicle,Struck by vehicle,14.07.07,2007,Longwood Police Department,FL
Detective Russel Timoshenko,New York City Police Department, NY,EOW: Saturday, July 14, 2007,Cause of Death: Gunfire,Gunfire,14.07.07,2007,New York City Police Department,NY
Deputy Sheriff William John Walters,Kemper County Sheriff's Department, MS,EOW: Sunday, July 15, 2007,Cause of Death: Automobile accident,Automobile accident,15.07.07,2007,Kemper County Sheriff's Department,MS
Police Officer Madeline Carlo,New York City Police Department, NY,EOW: Sunday, July 15, 2007,Cause of Death: 9/11 related illness,9/11 related illness,15.07.07,2007,New York City Police Department,NY
Chief Deputy Tommy Kent Martin,Douglas County Sheriff's Department, IL,EOW: Tuesday, July 17, 2007,Cause of Death: Gunfire,Gunfire,17.07.07,2007,Douglas County Sheriff's Department,IL
Sergeant Peter D. Garland,Klickitat County Sheriff's Department, WA,EOW: Wednesday, July 18, 2007,Cause of Death: Automobile accident,Automobile accident,18.07.07,2007,Klickitat County Sheriff's Department,WA
Police Officer George Valentino Cortez, Jr.,Phoenix Police Department, AZ,EOW: Friday, July 27, 2007,Cause of Death: Gunfire,Gunfire,27.07.07,2007,Phoenix Police Department,AZ
Probation / Parole Officer II Daniel Morris Jones,Iowa Department of Corrections, IA,EOW: Friday, July 27, 2007,Cause of Death: Automobile accident,Automobile accident,27.07.07,2007,Iowa Department of Corrections,IA
Police Officer Robert B. Helmke,New York City Police Department, NY,EOW: Saturday, July 28, 2007,Cause of Death: 9/11 related illness,9/11 related illness,28.07.07,2007,New York City Police Department,NY
Officer Douglas Scott Russell,California Highway Patrol, CA,EOW: Tuesday, July 31, 2007,Cause of Death: Vehicular assault,Vehicular assault,31.07.07,2007,California Highway Patrol,CA
Chief of Police David Gerald Richard,Port Barre Police Department, LA,EOW: Sunday, August 5, 2007,Cause of Death: Vehicle pursuit,Vehicle pursuit,05.08.07,2007,Port Barre Police Department,LA
Special Deputy Stephen Bollinger,Franklin County Sheriff's Office, OH,EOW: Sunday, August 5, 2007,Cause of Death: Automobile accident,Automobile accident,05.08.07,2007,Franklin County Sheriff's Office,OH
Sergeant Christopher Reyka,Broward County Sheriff's Office, FL,EOW: Friday, August 10, 2007,Cause of Death: Gunfire,Gunfire,10.08.07,2007,Broward County Sheriff's Office,FL
Detective John Russell Smith,Bastrop Police Department, LA,EOW: Friday, August 10, 2007,Cause of Death: Gunfire,Gunfire,10.08.07,2007,Bastrop Police Department,LA
"Detective Charles ""Chuck"" Wilson",Bastrop Police Department, LA,EOW: Friday, August 10, 2007,Cause of Death: Gunfire,Gunfire,10.08.07,2007,Bastrop Police Department,LA
"Patrolman Benjamin ""BJ"" Wilcher, Jr.",Gary Police Department, IN,EOW: Sunday, August 12, 2007,Cause of Death: Vehicle pursuit,Vehicle pursuit,12.08.07,2007,Gary Police Department,IN
"Deputy Chief George ""Bill"" Stanford",Cheyenne Police Department, WY,EOW: Monday, August 13, 2007,Cause of Death: Heart attack,Heart attack,13.08.07,2007,Cheyenne Police Department,WY
Sergeant Ronald Hamlin Harrison,Hillsborough County Sheriff's Office, FL,EOW: Wednesday, August 15, 2007,Cause of Death: Gunfire,Gunfire,15.08.07,2007,Hillsborough County Sheriff's Office,FL
Police Officer Norvelle Brown,St. Louis Metropolitan Police Department, MO,EOW: Wednesday, August 15, 2007,Cause of Death: Gunfire,Gunfire,15.08.07,2007,St. Louis Metropolitan Police Department,MO
Detective Corporal Kenneth Armstrong,Montgomery Police Department, AL,EOW: Friday, August 17, 2007,Cause of Death: Automobile accident,Automobile accident,17.08.07,2007,Montgomery Police Department,AL
Policeman Walter T. Barclay, Jr.,Philadelphia Police Department, PA,EOW: Sunday, August 19, 2007,Cause of Death: Gunfire,Gunfire,19.08.07,2007,Philadelphia Police Department,PA
Reserve Deputy Joe Bill Galloway,Holmes County Sheriff's Office, FL,EOW: Monday, August 20, 2007,Cause of Death: Vehicle pursuit,Vehicle pursuit,20.08.07,2007,Holmes County Sheriff's Office,FL
Trooper Jack P. Holland, II,Ohio State Highway Patrol, OH,EOW: Tuesday, August 21, 2007,Cause of Death: Animal related,Animal related,21.08.07,2007,Ohio State Highway Patrol,OH
Police Officer Germaine Ferris Casey,Rio Rancho Police Department, NM,EOW: Monday, August 27, 2007,Cause of Death: Motorcycle accident,Motorcycle accident,27.08.07,2007,Rio Rancho Police Department,NM
Sergeant Claire T. Hanrahan,New York City Police Department, NY,EOW: Tuesday, August 28, 2007,Cause of Death: 9/11 related illness,9/11 related illness,28.08.07,2007,New York City Police Department,NY
Police Officer Frank Macri,New York City Police Department, NY,EOW: Monday, September 3, 2007,Cause of Death: 9/11 related illness,9/11 related illness,03.09.07,2007,New York City Police Department,NY
Corporal Arlie Jones,Odessa Police Department, TX,EOW: Saturday, September 8, 2007,Cause of Death: Gunfire,Gunfire,08.09.07,2007,Odessa Police Department,TX
"Corporal John  ""Scott"" Gardner",Odessa Police Department, TX,EOW: Saturday, September 8, 2007,Cause of Death: Gunfire,Gunfire,08.09.07,2007,Odessa Police Department,TX
Corporal Abel Marquez,Odessa Police Department, TX,EOW: Wednesday, September 12, 2007,Cause of Death: Gunfire,Gunfire,12.09.07,2007,Odessa Police Department,TX
Police Officer Jose Lazaro Somohano,Miami-Dade Police Department, FL,EOW: Thursday, September 13, 2007,Cause of Death: Gunfire,Gunfire,13.09.07,2007,Miami-Dade Police Department,FL
Police Officer David Camden,Temple Police Department, TX,EOW: Friday, September 14, 2007,Cause of Death: Motorcycle accident,Motorcycle accident,14.09.07,2007,Temple Police Department,TX
"Police Officer Nicki James ""Nick"" Erfle",Phoenix Police Department, AZ,EOW: Tuesday, September 18, 2007,Cause of Death: Gunfire,Gunfire,18.09.07,2007,Phoenix Police Department,AZ
Detective Mario Moreno,San Antonio Police Department, TX,EOW: Friday, September 21, 2007,Cause of Death: Gunfire,Gunfire,21.09.07,2007,San Antonio Police Department,TX
Deputy Sheriff Enrico Aquino Garcia, Jr.,Vigo County Sheriff's Office, IN,EOW: Sunday, September 23, 2007,Cause of Death: Heart attack,Heart attack,23.09.07,2007,Vigo County Sheriff's Office,IN
Corrections Officer Susan Louise Canfield,Texas Department of Criminal Justice, TX,EOW: Monday, September 24, 2007,Cause of Death: Vehicular assault,Vehicular assault,24.09.07,2007,Texas Department of Criminal Justice,TX
Police Officer Daniel Talbot,Revere Police Department, MA,EOW: Saturday, September 29, 2007,Cause of Death: Gunfire,Gunfire,29.09.07,2007,Revere Police Department,MA
Deputy Constable Jason Norling,Harris County Constable's Office - Precinct 5, TX,EOW: Monday, October 1, 2007,Cause of Death: Struck by vehicle,Struck by vehicle,01.10.07,2007,Harris County Constable's Office - Precinct 5,TX
Police Officer Alfred L. Gordon, Sr.,Orlando Police Department, FL,EOW: Thursday, October 4, 2007,Cause of Death: Gunfire,Gunfire,04.10.07,2007,Orlando Police Department,FL
Deputy Sheriff Gary D. McCormack,Greene County Sheriff's Department, MO,EOW: Saturday, October 6, 2007,Cause of Death: Automobile accident,Automobile accident,06.10.07,2007,Greene County Sheriff's Department,MO
Trooper David A. Graham,Montana Highway Patrol, MT,EOW: Tuesday, October 9, 2007,Cause of Death: Automobile accident,Automobile accident,09.10.07,2007,Montana Highway Patrol,MT
Sergeant Gary Wayne Henderson,Shelbyville Police Department, IN,EOW: Wednesday, October 10, 2007,Cause of Death: Accidental,Accidental,10.10.07,2007,Shelbyville Police Department,IN
Police Officer George Brentar,Euclid Police Department, OH,EOW: Wednesday, October 10, 2007,Cause of Death: Automobile accident,Automobile accident,10.10.07,2007,Euclid Police Department,OH
